tufts:ct.assistants.1817
tufts:ct.governor.1801
tufts:ar.council.lawrence.1825
tufts:al.staterepresentative.mobilecounty.1820
tufts:al.2.U.S.congress.1823
tufts:al.staterepresentative.marengocounty.1820
tufts:al.staterepresentative.jacksoncounty.1820
tufts:ct.lgovernor.1823
tufts:al.staterepresentative.dallascounty.1820
tufts:ar.assembly.arkansas.1820
tufts:ar.assembly.arkansas.1821
tufts:al.inferiorcourtclerk.cotacocounty.1819
tufts:ar.assembly.arkansas.1819
tufts:ct.nomination.assistants.1807
tufts:ar.assembly.independence.1825
tufts:ct.governor.1808
tufts:ct.lgovernor.1801
tufts:al.sheriff.cotacocounty.1819
tufts:ar.assembly.miller.1825
tufts:ct.governor.1802
tufts:al.staterepresentative.clarkcounty.1820
tufts:ct.congress.1794
tufts:al.presidentialelectors.1824
tufts:al.ussenator.2.1822
tufts:al.staterepresentative.limestonecounty.1819
tufts:ct.lgovernor.1815
tufts:ct.congress.1816
tufts:ct.governor.1790
tufts:al.staterepresentative.limestonecounty.1821
tufts:al.territorialdelegate.mobilecounty.1819
tufts:ct.lgovernor.1802
tufts:al.statesenator.limestonecounty.1819
tufts:al.circuitcourtclerk.madisoncounty.1819
tufts:ct.congress.1796
tufts:al.presidentialelectors.1820
tufts:ar.council.arkansas.1821
tufts:ct.lgovernor.1794
tufts:ct.lgovernor.1792
tufts:ct.lgovernor.1798
tufts:ct.lgovernor.1799
tufts:ct.lgovernor.1811
tufts:ct.governor.1796
tufts:ct.governor.1813
tufts:ct.assistants.1796
tufts:ct.congress.1818
tufts:ar.council.miller.1825
tufts:ar.assembly.phillips.1825
tufts:ct.governor.1815
tufts:al.circuitcourtclerk.butlercounty.1825
tufts:ct.governor.1806
tufts:ct.lgovernor.1810
tufts:ct.lgovernor.1816
tufts:ar.council.arkansas.1825
tufts:ct.lgovernor.1812
tufts:ct.lgovernor.1819
tufts:ct.lgovernor.1806
tufts:ct.lgovernor.1804
tufts:ct.lgovernor.1805
tufts:ct.lgovernor.1803
tufts:ct.lgovernor.1800
tufts:ct.lgovernor.1808
tufts:ct.lgovernor.1809
tufts:ct.governor.1791
tufts:ar.territorydelegate.1825
tufts:ct.congress.1790
tufts:ar.assembly.lawrence.1825
tufts:ct.governor.1794
tufts:al.staterepresentative.washingtoncounty.1820
tufts:ct.governor.1792
tufts:al.staterepresentative.butlercounty.1825
tufts:al.staterepresentative.montgomerycounty.1820
tufts:ct.assistants.1799
tufts:ct.assistants.1798
tufts:ct.assistants.1790
tufts:ct.assistants.1794
tufts:ct.assistants.1791
tufts:ct.assistants.1795
tufts:ct.assistants.1792
tufts:al.ussenator.7.1822
tufts:ct.governor.1793
tufts:ct.governor.1798
tufts:ct.governor.1799
tufts:ar.territorydelegate.1823
tufts:ar.territorydelegate.1821
tufts:al.statesentator.jackson_decaturcounties.1825
tufts:ct.governor.1804
tufts:ct.nomination.assistants.1800
tufts:ct.nomination.assistants.1809
tufts:ct.nomination.assistants.1806
tufts:ct.nomination.assistants.1808
tufts:ct.governor.1812
tufts:ct.governor.1803
tufts:al.statesenator.henrycounty.1825
tufts:al.congress.1821
tufts:al.sheriff.limestonecounty.1819
tufts:ar.assembly.hempstead.1825
tufts:ct.governor.1814
tufts:al.statesenator.jacksoncounty.1820
tufts:ar.council.phillips.1825
tufts:ct.governor.1822
tufts:al.statesenator.cotacocounty.1819
tufts:al.circuitcourtclerk.cotacocounty.1819
tufts:ct.governor.1800
tufts:al.staterepresentative.madisoncounty.1819
tufts:ct.congress.1804
tufts:ct.governor.1805
tufts:al.congress.1819
tufts:ct.governor.1807
tufts:ct.governor.1811
tufts:ct.governor.1819
tufts:ct.governor.1818
tufts:ct.governor.1820
tufts:ct.governor.1821
tufts:ct.governor.1823
tufts:ct.congress.1792
tufts:al.staterepresentative.madisoncounty.1821
tufts:al.staterepresentative.madisoncounty.1820
tufts:al.staterepresentative.mobilecounty.1819
tufts:ct.congress.1812
tufts:al.convention.madisoncounty.1819
tufts:ar.council.pulaski.1825
tufts:ct.representative2.bridgeport.1819
tufts:ct.representative2.hartford.1803
tufts:ct.state.senator.1820
tufts:de.coroner.newcastle.1791
tufts:ct.representative2.newhaven.1818
tufts:ct.representative2.newhaven.1816
tufts:ct.representative1.danbury.1806.april
tufts:ct.representative1.fairfield.1804
tufts:ct.uscongress.special.1801
tufts:ct.ussenator.firstballot.1818
tufts:de.commissioner.townofnewcastle.1803
tufts:ct.nomination.congress.1804
tufts:ct.representative2.firstballot.newlondon.1805
tufts:ct.representative2.danbury.1805.sept
tufts:ct.nomination.congress.1812
tufts:ct.representative.simsbury.fourthballot.1806
tufts:ct.secretary.1807
tufts:ct.representative.windham.2.1812
tufts:ct.nomination.congress.1802
tufts:ct.representative.simsbury.secondballot.1806
tufts:ct.representative2.middletown.1807
tufts:ct.representative1.colebrook.thirdballot.1807
tufts:ct.nomination.congress.1803
tufts:ct.representative2.newhaven.1803.sept
tufts:ct.representative2.danbury.1806.april
tufts:ct.representative.simsbury.fifthballot.1806
tufts:ct.representative1.secondballot.danbury.september.1804
tufts:de.coroner.newcastle.1812
tufts:de.coroner.newcastle.1815
tufts:ct.representative.saybrook.1805
tufts:de.coroner.newcastle.1818
tufts:ct.secretary.1811
tufts:ct.treasurer.1818
tufts:de.assessor.whiteclaycreek.newcastle.1801
tufts:de.coroner.newcastle.1809
tufts:ct.representative2.hartford.1816
tufts:ct.uscongress.1803
tufts:de.coroner.newcastle.1803
tufts:ct.special.congress.1799
tufts:ct.ussenator.b.second.1824
tufts:de.coroner.newcastle.1800
tufts:ct.uscongress.1808
tufts:ct.representative2.danbury.april.1804
tufts:ct.nomination.congress.1816
tufts:ct.nomination.congress.1814
tufts:ct.nomination.congress.1818
tufts:ct.special.congress.1795
tufts:ct.special.congress.1793
tufts:ct.special.congress.1797
tufts:ct.special.congress.1790
tufts:ct.representative1.danbury.1805.april
tufts:ct.representative2.newhaven.firstballot.1817
tufts:ct.secretary.1801
tufts:de.coroner.kent.1803
tufts:ct.representative.secondballot.litchfield.1806.april
tufts:ct.representative.litchfield.1807
tufts:de.coroner.kent.1815
tufts:ct.representative1.secondballot.newlondon.1805
tufts:ct.townclerk.litchfield.1806
tufts:ct.nomination.assistants.1814
tufts:ct.nomination.congress.1806
tufts:ct.representative1.thirdballot.danbury.september.1804
tufts:de.coroner.kent.1809
tufts:ct.nomination.assistants.1815
tufts:ct.ussenator.1802
tufts:ct.ussenator.1807
tufts:ct.ussenator.1810
tufts:ct.representative2.litchfield.1803
tufts:ct.representative2.danbury.september.1804
tufts:de.clerkofmarket.townofnewcastle.1803
tufts:de.assessor.millcreek.newcastle.1801
tufts:ct.representative2.secondballot.newhaven.1820
tufts:de.coroner.kent.1821
tufts:ct.representative2.thirdballot.newlondon.1805
tufts:ct.representative1.litchfield.1806.sept
tufts:ct.treasurer.1820
tufts:ct.treasurer.1808
tufts:ct.representative.litchfield.1799
tufts:ct.representative1.newhaven.1803.april
tufts:de.coroner.kent.1789
tufts:de.coroner.kent.1791
tufts:de.coroner.kent.1798
tufts:de.assessor.appoquiniminkhundred.1809
tufts:ct.treasurer.1810
tufts:ct.special.congress.1800
tufts:ct.representative2.danbury.1805.april
tufts:ct.representative.simsbury.firstballot.1806
tufts:ct.representative1.litchfield.1803
tufts:de.coroner.newcastle.1794
tufts:ct.representative2.norwich.1813
tufts:de.coroner.newcastle.1797
tufts:ct.special2.congress.1793
tufts:ct.representative1.newhaven.1820
tufts:de.assessor.newcastlehundred.1804
tufts:de.coroner.newcastle.1792
tufts:ct.secretary.1806
tufts:ct.representative1.firstballot.newlondon.1805
tufts:ct.representative1.newhaven.1817
tufts:ct.representative1.newhaven.1818
tufts:ct.representative1.newhaven.1816
tufts:ct.representative1.danbury.april.1804
tufts:ct.treasurer.1804
tufts:ct.representative2.danbury.1806.sept
tufts:ct.representative2.windham.1811
tufts:de.assessor.newcastlehundred.1803
tufts:ct.representative1.windham.1811
tufts:ct.representative.danbury.firstballot.1814
tufts:ct.state.senator.1819
tufts:ct.treasurer.1811
tufts:ct.representative1.norwich.1813
tufts:ct.secretary.1818
tufts:ct.treasurer.1809
tufts:ct.treasurer.1803
tufts:ct.treasurer.1801
tufts:ct.treasurer.1807
tufts:ct.treasurer.1805
tufts:ct.treasurer.1806
tufts:ct.special.congress.1817
tufts:ct.special.congress.1818
tufts:ct.treasurer.1812
tufts:ct.treasurer.1815
tufts:ct.special.congress.1810
tufts:ct.representative1.danbury.1805.sept
tufts:ct.representative2.litchfield.1805
tufts:ct.representative2.litchfield.1807
tufts:ct.ussenator.a.special.first.1824
tufts:de.coroner.kent.1818
tufts:ct.representative2.litchfield.1806.sept
tufts:de.coroner.kent.1824
tufts:ct.representative.simsbury.thirdballot.1806
tufts:ct.representative2.newhaven.1803.april
tufts:ct.representative1.middletown.1807
tufts:de.coroner.kent.1800
tufts:ct.ussenate.1820
tufts:ct.ussenator.a.special.second.1824
tufts:ct.secretary.1815
tufts:ct.representative1.bridgeport.1819
tufts:ct.representative1.newlondon.1808
tufts:ct.secretary.1805
tufts:ct.ussenator.b.third.1824
tufts:ct.representative1.firstballot.danbury.september.1804
tufts:ct.representative2.first.newhaven.1820
tufts:ct.ussenator.secondballot.1818
tufts:ct.ussenator.thirdballot.1818
tufts:de.assessor.brandywinehundred.1812
tufts:de.assessor.brandywinehundred.1813
tufts:de.assessor.brandywinehundred.1803
tufts:de.assessor.millcreekhundred.1804
tufts:de.assessor.millcreekhundred.1805
tufts:ct.representative2.fairfield.1804
tufts:ct.representative.windham.1.1812
tufts:ct.representative.saybrook.1803
tufts:ct.secretary.1804
tufts:ct.secretary.1808
tufts:ct.secretary.1809
tufts:ct.secretary.1812
tufts:ct.secretary.1810
tufts:ct.secretary.1819
tufts:ct.nomination.assistants.1818
tufts:ct.ussenator.b.first.1824
tufts:ct.nomination.assistants.1817
tufts:ct.nomination.assistants.1816
tufts:ct.nomination.assistants.1811
tufts:ct.nomination.assistants.1810
tufts:ct.nomination.assistants.1813
tufts:ct.nomination.assistants.1812
tufts:ct.representative.firstballot.litchfield.1806.april
tufts:ct.representative1.hartford.1803
tufts:ct.representative1.danbury.1806.sept
tufts:ct.representative1.newhaven.1803.sept
tufts:ct.representative2.secondballot.newlondon.1805
tufts:ct.representative2.newhaven.secondballot.1817
tufts:ct.representative1.litchfield.1805
tufts:ct.representative2.newlondon.1808
tufts:ct.representative2.colebrook.thirdballot.1807
tufts:ct.representative.danbury.secondballot.1814
tufts:ct.representative1.hartford.1816
tufts:de.statesenator.newcastle.special.1801
tufts:de.stateassembly.kent.1796
tufts:de.stateassembly.kent.1798
tufts:de.coroner.newcastle.1821
tufts:de.stateassembly.kent.1791
tufts:de.stateconsconvention.newcastle.1791
tufts:de.governor.1823
tufts:de.governor.1822
tufts:de.governor.1820
tufts:de.ussenator.a.1824
tufts:de.statesenator.kent.1810
tufts:de.stateassembly.kent.1799
tufts:de.coroner.sussex.1804
tufts:de.speakerofsenate.1812
tufts:de.ussenator.special.1804
tufts:de.inspector.whiteclaycreek.newcastle.1801
tufts:de.governor.1810
tufts:de.stateconsconvention.sussex.1791
tufts:de.levycourtcommissioner.sussex.1811
tufts:de.governor.1813
tufts:de.governor.1816
tufts:de.governor.1819
tufts:de.stateassembly.kent.1789
tufts:de.stateassembly.newcastle.1815
tufts:de.inspector.brandywinehundred.1803
tufts:de.governor.1804
tufts:de.governor.1801
tufts:de.governor.1807
tufts:de.levycourtcommissioner.sussex.1799
tufts:de.ussenator.special.1799
tufts:de.sheriff.newcastle.1818
tufts:de.stateassembly.kent.1809
tufts:de.specialstateassembly.kent.1802
tufts:de.sheriff.sussex.1805
tufts:de.ussenator.1810
tufts:de.sheriff.sussex.1808
tufts:de.statesenator.sussex.1805
tufts:de.ussenator.1811
tufts:de.stateassembly.kent.1818
tufts:de.levycourtcommissioner.newcastle.1809
tufts:de.levycourtcommissioner.newcastle.1810
tufts:de.inspector.newcastlehundred.1804
tufts:de.inspector.newcastlehundred.1803
tufts:de.ussenator.1813
tufts:de.ussenator.1815
tufts:de.sheriff.sussex.1802
tufts:de.statesenatorspecial.newcastle.1817
tufts:de.sheriff.newcastle.1824
tufts:de.ussenator.1805
tufts:de.ussenator.1803
tufts:de.ussenator.1809
tufts:de.sheriff.sussex.1811
tufts:de.councillor.sussex.1789
tufts:de.levycourtcommissioner.newcastle.1805
tufts:de.stateassembly.newcastle.1798
tufts:de.sheriff.sussex.1823
tufts:de.staterepresentative.sussex.1794
tufts:de.staterepresentative.sussex.1795
tufts:de.sheriff.sussex.1820
tufts:de.levycourtcommissioner.newcastle.1814
tufts:de.stateassembly.kent.1803
tufts:de.coroner.newcastle.1824
tufts:de.levycourtcommissioner.sussex.1820
tufts:de.roadcommissioner.appoquiniminkhundred.1809
tufts:de.uscongress.1806
tufts:de.statesenatorspecial.kent.1812
tufts:de.sheriff.kent.1789
tufts:de.statesenator.kent.1794
tufts:de.statesenator.kent.1792
tufts:de.statesenatorspecial.kent.1823
tufts:de.statesenator.kent.1800
tufts:de.ussenator.first.1817
tufts:de.statesenator.newcastle.1821
tufts:de.statesenator.kent.1798
tufts:de.statesenator.kent.1796
tufts:de.statesenator.kent.1799
tufts:de.sheriff.newcastle.1821
tufts:de.sheriff.newcastle.1815
tufts:de.sheriff.newcastle.1812
tufts:de.sheriff.kent.1799
tufts:de.stateassembly.sussex.1816
tufts:de.ussenator.1795
tufts:de.stateassembly.sussex.1810
tufts:de.sheriff.sussex.1799
tufts:de.statesenator.sussex.1816
tufts:de.uscongressspecial.1822
tufts:de.statesenator.kent.1816
tufts:de.sheriff.kent.1796
tufts:de.sheriff.kent.1791
tufts:de.sheriff.kent.1792
tufts:de.sheriff.kent.1794
tufts:de.stateassembly.kent.1805
tufts:de.presidentialelector.1789
tufts:de.ussenator.b.1824
tufts:de.uscongress.1824
tufts:de.stateassembly.kent.1815
tufts:de.presidentialelector.1792
tufts:de.presidentialelector.1820
tufts:de.councillor.kent.1789
tufts:de.presidentialelector.1796
tufts:de.uscongress.1812
tufts:de.staterepresentative.newcastle.1792
tufts:de.councillor.kent.1791
tufts:de.statesenator.newcastle.1810
tufts:de.sheriff.newcastle.1803
tufts:de.statesenator.newcastle.1812
tufts:de.sheriff.newcastle.1800
tufts:de.stateassembly.sussex.1791
tufts:de.sheriff.newcastle.1809
tufts:de.speakerofhouse.1812
tufts:de.statesenator.newcastle.1823
tufts:de.presidentialelector.1824
tufts:de.sheriff.sussex.1796
tufts:de.levycourtcommissioner.kent.1803
tufts:de.stateassembly.newcastle.1796
tufts:de.statesenator.kent.1821
tufts:de.stateassembly.sussex.1820
tufts:de.stateassembly.kent.1810
tufts:de.ussenator.second.1822
tufts:de.levycourtcommissioner.kent.1799
tufts:de.statesenator.newcastle.1815
tufts:de.roadcommissioner.brandywinehundred.1803
tufts:de.statesenator.newcastle.1803
tufts:de.governor.1795
tufts:de.coroner.sussex.1810
tufts:de.governor.1792
tufts:de.statesenator.kent.1822
tufts:de.ussenator.third.1823
tufts:de.governor.1798
tufts:de.staterepresentative.kent.1794
tufts:de.stateassembly.sussex.1800
tufts:de.stateassembly.newcastle.1820
tufts:de.ussenator.second.1823
tufts:de.stateassembly.newcastle.1814
tufts:de.sheriff.newcastle.1792
tufts:de.sheriff.newcastle.1791
tufts:de.statesenator.sussex.1808
tufts:de.ussenator.first.1822
tufts:de.ussenator.first.1823
tufts:de.statesenator.newcastle.1804
tufts:de.stateassembly.newcastle.1823
tufts:de.statesenator.sussex.1802
tufts:de.staterepresentative.newcastle.special.1801
tufts:de.sheriff.newcastle.1794
tufts:de.sheriff.newcastle.1797
tufts:de.statesenator.newcastle.1816
tufts:de.sheriff.kent.1804
tufts:de.inspector.millcreekhundred.1804
tufts:de.stateassembly.sussex.1797
tufts:de.levycourtcommissioner.sussex.1824
tufts:de.statesenator.newcastle.1798
tufts:de.statesenator.newcastle.1797
tufts:de.statesenator.newcastle.1796
tufts:de.statesenator.newcastle.1795
tufts:de.statesenator.newcastle.1794
tufts:de.levycourtcommissioner.newcastle.1822
tufts:de.statesenator.newcastle.1792
tufts:de.ussenator.fifth.1823
tufts:de.levycourtcommissioner.kent.1805
tufts:de.stateassembly.newcastle.1807
tufts:de.levycourtcommissioner.newcastle.1811
tufts:de.ussenator.1790
tufts:de.stateassembly.sussex.1804
tufts:de.levycourtcommissioner.kent.1794
tufts:de.levycourtcommissioner.kent.1798
tufts:de.roadcommissioner.newcastlehundred.1804
tufts:de.uscongress.1800
tufts:de.inspector.brandywinehundred.1813
tufts:de.uscongress.1790
tufts:de.staterepresentative.newcastle.1795
tufts:de.uscongress.1822
tufts:de.stateassembly.sussex.1812
tufts:de.inspector.brandywinehundred.1812
tufts:de.roadcommissioner.millcreekhundred.1805
tufts:de.sheriff.sussex.1791
tufts:de.sheriff.sussex.1794
tufts:de.levycourtcommissioner.newcastle.1821
tufts:de.uscongress.1810
tufts:de.levycourtcommissioner.newcastle.1800
tufts:de.sheriff.sussex.1789
tufts:de.coroner.sussex.1801
tufts:de.statesenator.sussex.1797
tufts:de.statesenator.sussex.1796
tufts:de.statesenator.sussex.1799
tufts:de.statesenator.sussex.1795
tufts:de.statesenator.sussex.1794
tufts:de.levycourtcommissioner.kent.1818
tufts:de.uscongress.1816
tufts:de.stateassembly.kent.1821
tufts:de.statesenator.kent.1824
tufts:de.statesenator.kent.1823
tufts:de.statesenator.kent.1820
tufts:de.levycourtcommissioner.sussex.1816
tufts:de.levycourtcommissioner.kent.1809
tufts:de.ussenator.fourth.1823
tufts:de.stateassembly.kent.1811
tufts:de.statesenator.kent.1817
tufts:de.statesenator.kent.1815
tufts:de.statesenator.kent.1818
tufts:de.stateassembly.sussex.1802
tufts:de.stateassembly.sussex.1803
tufts:de.stateassembly.sussex.1801
tufts:de.statesenator.kent.1812
tufts:de.statesenator.kent.1811
tufts:de.statesenator.kent.1804
tufts:de.statesenator.kent.1803
tufts:de.stateassemblynewcastlespecial.1810
tufts:de.statesenator.kent.1805
tufts:de.statesenator.kent.1808
tufts:de.levycourtcommissioner.newcastle.1815
tufts:de.statesenator.kent.1809
tufts:de.stateassembly.sussex.1811
tufts:de.statesenator.kent.1802
tufts:de.statesenator.kent.1801
tufts:de.stateassembly.sussex.1809
tufts:de.stateassembly.sussex.1808
tufts:de.stateassembly.sussex.1805
tufts:de.stateassembly.sussex.1821
tufts:de.stateassembly.sussex.1824
tufts:de.stateassembly.sussex.1823
tufts:de.stateassembly.sussex.1822
tufts:de.stateassembly.sussex.1815
tufts:de.roadcommissioners.brandywinehundred.1812
tufts:de.staterepresentative.kent.1792
tufts:de.levycourtcommissioner.newcastle.1816
tufts:de.uscongress.1798
tufts:de.stateconsconvention.kent.1791
tufts:de.stateassembly.kent.1812
tufts:de.statesenator.sussex.1824
tufts:de.stateassembly.kent.1817
tufts:de.statesenator.sussex.1815
tufts:de.stateassembly.kent.1816
tufts:de.statesenator.sussex.1822
tufts:de.statesenator.sussex.1823
tufts:de.stateassembly.kent.1814
tufts:de.levycourtcommissioner.kent.1820
tufts:de.stateassembly.kent.1800
tufts:de.stateassembly.kent.1802
tufts:de.stateassembly.kent.1801
tufts:de.stateassembly.kent.1804
tufts:de.statesenator.sussex.1811
tufts:de.statesenator.sussex.1812
tufts:de.roadcommissioner.brandywinehundred.1813
tufts:de.levycourtcommissioner.kent.1811
tufts:de.levycourtcommissioner.kent.1810
tufts:de.stateassembly.kent.1808
tufts:de.levycourtcommissioner.kent.1817
tufts:de.levycourtcommissioner.kent.1816
tufts:de.levycourtcommissioner.kent.1815
tufts:de.levycourtcommissioner.kent.1814
tufts:de.sheriff.kent.1801
tufts:de.statesenator.sussex.1821
tufts:de.statesenator.sussex.1820
tufts:de.statesenator.newcastle.1801
tufts:de.ussenator.third.1817
tufts:de.ussenator.special.1798
tufts:de.levycourtcommissioner.kent.1822
tufts:de.levycourtcommissioner.kent.1821
tufts:de.stateassembly.kent.1822
tufts:de.stateassembly.kent.1824
tufts:de.stateassembly.kent.1823
tufts:de.staterepresentative.newcastle.1794
tufts:de.stateassembly.newcastle.1821
tufts:de.levycourtcommissioner.kent.1824
tufts:de.levycourtcommissioner.kent.1823
tufts:de.stateassembly.kent.1820
tufts:de.ussenator.1799
tufts:de.ussenator.1797
tufts:de.statesenator.sussex.1801
tufts:de.levycourtcommissioner.newcastle.1824
tufts:de.statesenator.sussex.1809
tufts:de.roadcommissioner.millcreekhundred.1804
tufts:de.statesenator.sussex.1803
tufts:de.statesenator.sussex.1800
tufts:de.statesenator.sussex.1804
tufts:de.statesenator.sussex.1810
tufts:de.levycourtcommissioner.kent.1800
tufts:de.levycourtcommissioner.kent.1804
tufts:de.uscongress.1807
tufts:de.levycourtcommissioner.kent.1801
tufts:de.levycourtcommissioner.kent.1808
tufts:de.statesenator.newcastle.1811
tufts:de.presidentialelector.1812
tufts:de.presidentialelector.1816
tufts:de.presidentialelector.1800
tufts:de.presidentialelector.1808
tufts:de.presidentialelector.1804
tufts:de.statesenator.newcastle.1800
tufts:de.uscongress.1794
tufts:de.uscongress.1804
tufts:de.inspector.appoquiniminkhundred.1809
tufts:de.stateassembly.sussex.1796
tufts:de.sheriff.kent.1824
tufts:de.sheriff.kent.1821
tufts:de.stateassembly.newcastle.1791
tufts:de.stateassembly.newcastle.1797
tufts:de.stateassembly.newcastle.1824
tufts:de.uscongress.1808
tufts:de.sheriff.kent.1820
tufts:de.ussenator.second.1817
tufts:de.sheriff.kent.1816
tufts:de.sheriff.kent.1810
tufts:de.levycourtcommissioner.newcastle.1798
tufts:de.statesenator.newcastle.1822
tufts:de.statesenator.newcastle.1820
tufts:de.ussenator.special.1802
tufts:de.coroner.sussex.1816
tufts:de.levycourtcommissioner.sussex.1810
tufts:de.councillor.sussex.1791
tufts:de.levycourtcommissioner.sussex.1823
tufts:de.inspector.millcreekhundred.1805
tufts:de.stateassembly.newcastle.1822
tufts:de.uscongress.1802
tufts:de.levycourtcommissioner.newcastle.1794
tufts:de.levycourtcommissioner.newcastle.1796
tufts:de.levycourtcommissioner.newcastle.1797
tufts:de.levycourtcommissioner.newcastle.1812
tufts:de.stateassembly.newcastle.1817
tufts:de.stateassembly.newcastle.1816
tufts:de.levycourtcommissioner.sussex.1804
tufts:de.levycourtcommissioner.sussex.1803
tufts:de.levycourtcommissioner.sussex.1801
tufts:de.levycourtcommissioner.sussex.1800
tufts:de.levycourtcommissioner.sussex.1812
tufts:de.inspector.millcreek.newcastle.1801
tufts:de.stateassembly.sussex.1789
tufts:de.levycourtcommissioner.newcastle.1823
tufts:de.stateassembly.sussex.1799
tufts:de.stateassembly.newcastle.1804
tufts:de.stateassembly.newcastle.1803
tufts:de.stateassembly.newcastle.1805
tufts:de.stateassembly.newcastle.1800
tufts:de.stateassembly.newcastle.1802
tufts:de.stateassembly.newcastle.1801
tufts:de.stateassembly.newcastle.1809
tufts:de.statesenator.newcastle.1817
tufts:de.roadcommissioner.newcastlehundred.1803
tufts:de.uscongress.1818
tufts:de.uscongress.1814
tufts:de.uscongress.1805
tufts:de.stateassembly.newcastle.1818
tufts:de.stateassembly.newcastle.1812
tufts:de.stateassembly.newcastle.1810
tufts:de.uscongress.1820
tufts:de.stateassembly.newcastle.1811
tufts:de.coroner.sussex.1791
tufts:de.levycourtcommissioner.newcastle.1818
tufts:de.levycourtcommissioner.newcastle.1820
tufts:de.coroner.sussex.1789
tufts:de.levycourtcommissioner.newcastle.1807
tufts:de.levycourtcommissioner.newcastle.1803
tufts:de.levycourtcommissioner.newcastle.1804
tufts:de.levycourtcommissioner.newcastle.1801
tufts:de.levycourtcommissioner.newcastle.1802
tufts:de.statesenator.newcastle.1809
tufts:de.statesenator.newcastle.1814
tufts:de.uscongress.1792
tufts:de.uscongress.1796
tufts:de.uscongress.1789
tufts:de.statesenator.newcastle.1818
tufts:de.statesenator.newcastle.1824
tufts:de.councillor.newcastle.1791
tufts:de.statesenator.newcastle.1807
tufts:de.statesenator.newcastle.1805
tufts:de.statesenator.newcastle.1802
tufts:ga.judge.westerndistrict2.1816
tufts:ga.receiveroftax.chatham.1819
tufts:ga.surveyorgeneral.1807
tufts:ga.surveyorgeneral3.1823
tufts:ga.judge.easterndistrict.1804
tufts:ga.senator.putnam.1824
tufts:ga.surveyorgeneral2.1823
tufts:ga.assembly.bryan.1824
tufts:ga.comptrollergeneral1.1823
tufts:ga.surveyorgeneral.1811
tufts:ga.senator.jones.1813
tufts:ga.assembly.jones.1824
tufts:ga.governor.1809
tufts:ga.assembly.montgomery.1799
tufts:ga.senator.baldwin.1823
tufts:ga.senator.baldwin.1822
tufts:ga.houseclerk.1824
tufts:ga.senator.baldwin.1824
tufts:ga.judge.middledistrict.1816
tufts:ga.judge.ocmulgeedistrict.1816
tufts:ga.majorgeneral.3rddivision2.1816
tufts:ga.governor.1813
tufts:ga.majorgeneral.3rddivision1.1816
tufts:ga.assembly.columbia.1799
tufts:ga.assembly.columbia.1798
tufts:ga.judge.middledistrict.1804
tufts:ga.senator.chatham.1807
tufts:ga.assembly.burke.1799
tufts:ga.assembly.burke.1796
tufts:ga.attorneygeneral2.1816
tufts:ga.assembly.clark.1810
tufts:ga.governor.1796
